0.070000	0.013519
0.069998	0.013619
0.069996	0.013718
0.069993	0.013818
0.069989	0.013917
0.069985	0.014017
0.069981	0.014116
0.069976	0.014216
0.069971	0.014315
0.069965	0.014415
0.069959	0.014514
0.069952	0.014613
0.069945	0.014713
0.069938	0.014812
0.069930	0.014911
0.069921	0.015011
0.069912	0.015110
0.069903	0.015209
0.069893	0.015308
0.069882	0.015407
0.069871	0.015506
0.069860	0.015605
0.069848	0.015704
0.069836	0.015803
0.069824	0.015902
0.069810	0.016000
0.069797	0.016099
0.069783	0.016198
0.069768	0.016296
0.069753	0.016395
0.069738	0.016493
0.069722	0.016591
0.069705	0.016690
0.069689	0.016788
0.069671	0.016886
0.069654	0.016984
0.069635	0.017082
0.069617	0.017180
0.069598	0.017277
0.069578	0.017375
0.069558	0.017473
0.069538	0.017570
0.069517	0.017668
0.069495	0.017765
0.069474	0.017862
0.069451	0.017959
0.069428	0.018056
0.069405	0.018153
0.069382	0.018250
0.069358	0.018346
0.069333	0.018443
0.069308	0.018539
0.069283	0.018636
0.069257	0.018732
0.069230	0.018828
0.069203	0.018924
0.069176	0.019020
0.069149	0.019115
0.069120	0.019211
0.069092	0.019306
0.069063	0.019401
0.069033	0.019497
0.069003	0.019592
0.068973	0.019686
0.068942	0.019781
0.068911	0.019876
0.068879	0.019970
0.068847	0.020064
0.068815	0.020159
0.068782	0.020253
0.068748	0.020346
0.068714	0.020440
0.068680	0.020534
0.068645	0.020627
0.068610	0.020720
0.068574	0.020813
0.068538	0.020906
0.068502	0.020999
0.068465	0.021091
0.068427	0.021183
0.068390	0.021276
0.068351	0.021368
0.068313	0.021459
0.068274	0.021551
0.068234	0.021642
0.068194	0.021734
0.068154	0.021825
0.068113	0.021916
0.068072	0.022006
0.068030	0.022097
0.067988	0.022187
0.067946	0.022277
0.067903	0.022367
0.067860	0.022457
0.067816	0.022546
0.067772	0.022636
0.067727	0.022725
0.067682	0.022813
0.067637	0.022902
0.067591	0.022991
0.067545	0.023079
0.067498	0.023167
0.067451	0.023255
